cve_id,cvss,access_vector,access_complexity,impact_confidentiality,impact_integrity,impact_availability,cwe_name
CVE-2011-0602,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2011-0600,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2011-0599,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2011-0598,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Numeric Errors
CVE-2011-0596,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2011-0595,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2011-0594,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2011-0593,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2011-0592,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2011-0591,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2011-0590,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2011-0589,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2011-0586,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2011-0567,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2011-0566,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2011-0564,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Permissions Privileges and Access Controls
CVE-2011-0563,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2011-0396,7.8,NETWORK,LOW,COMPLETE,NONE,NONE, Permissions Privileges and Access Controls
CVE-2011-0395,7.8,NETWORK,LOW,NONE,NONE,COMPLETE, Resource Management Errors
CVE-2010-4091,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-3658,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-3632,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-3631,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2010-3629,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2010-3628,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-3627,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2010-3626,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2010-3625,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Control of Generation of Code ('Code Injection')
CVE-2010-3624,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2010-3622,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-3621,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-3620,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2010-3619,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-3227,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-3069,7.5,NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2890,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2889,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2010-2888,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2010-2883,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2212,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2211,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2210,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2209,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2208,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Control of Generation of Code ('Code Injection')
CVE-2010-2207,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2206,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Numeric Errors
CVE-2010-2205,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Control of Generation of Code ('Code Injection')
CVE-2010-2202,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2201,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2010-2189,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2188,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2187,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2185,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2184,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2183,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Numeric Errors
CVE-2010-2182,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2181,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Numeric Errors
CVE-2010-2180,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2178,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2177,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2176,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2175,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2174,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2173,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2171,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2170,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Numeric Errors
CVE-2010-2169,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2168,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2010-2167,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2166,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2165,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2164,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2010-2162,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2161,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Control of Generation of Code ('Code Injection')
CVE-2010-2160,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-2063,7.5,NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-1799,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-1295,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-1285,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2010-0204,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-0203,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-0202,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-0201,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-0199,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-0198,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-0197,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-0195,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Control of Generation of Code ('Code Injection')
CVE-2010-0194,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-0191,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Control of Generation of Code ('Code Injection')
CVE-2010-0178,7.6,NETWORK,HIGH,COMPLETE,COMPLETE,COMPLETE, Improper Control of Generation of Code ('Code Injection')
CVE-2010-0177,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2010-0176,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2010-0175,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2010-0167,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2010-0114,7.5,NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL, Improper Input Validation
CVE-2010-0108,10.0,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-4324,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2009-3959,10.0,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE, Numeric Errors
CVE-2009-3958,10.0,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-3956,10.0,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE, Configuration
CVE-2009-3955,10.0,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2009-3954,10.0,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE, Improper Control of Generation of Code ('Code Injection')
CVE-2009-3953,10.0,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-3874,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Numeric Errors
CVE-2009-3873,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-3871,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-3869,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-3868,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-3867,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-3460,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2009-3459,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-3458,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2009-3376,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Configuration
CVE-2009-3373,10.0,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-3258,9.0,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE, Permissions Privileges and Access Controls
CVE-2009-2998,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2009-2997,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-2996,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2009-2994,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-2993,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2009-2990,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Numeric Errors
CVE-2009-2989,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Numeric Errors
CVE-2009-2986,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-2985,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2009-2983,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2009-2982,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Cryptographic Issues
CVE-2009-2981,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2009-2980,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Numeric Errors
CVE-2009-2799,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-2798,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-2674,7.5,NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL, Permissions Privileges and Access Controls
CVE-2009-2532,10.0,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE, Improper Control of Generation of Code ('Code Injection')
CVE-2009-2527,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-2526,7.8,NETWORK,LOW,NONE,NONE,COMPLETE, Resource Management Errors
CVE-2009-2466,10.0,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2009-2465,10.0,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2009-2464,10.0,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2009-2463,10.0,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE, Numeric Errors
CVE-2009-2462,10.0,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2009-2203,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-1930,10.0,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE, Credentials Management
CVE-2009-1929,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-1891,7.1,NETWORK,MEDIUM,NONE,NONE,COMPLETE, Resource Management Errors
CVE-2009-1890,7.1,NETWORK,MEDIUM,NONE,NONE,COMPLETE, Numeric Errors
CVE-2009-1841,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Control of Generation of Code ('Code Injection')
CVE-2009-1838,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Control of Generation of Code ('Code Injection')
CVE-2009-1833,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Control of Generation of Code ('Code Injection')
CVE-2009-1832,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Control of Generation of Code ('Code Injection')
CVE-2009-1600,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Permissions Privileges and Access Controls
CVE-2009-1599,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Permissions Privileges and Access Controls
CVE-2009-1598,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Permissions Privileges and Access Controls
CVE-2009-1597,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Permissions Privileges and Access Controls
CVE-2009-1546,8.5,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Numeric Errors
CVE-2009-1545,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Control of Generation of Code ('Code Injection')
CVE-2009-1544,9.0,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2009-1392,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Control of Generation of Code ('Code Injection')
CVE-2009-1132,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-1062,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2009-0957,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-0956,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2009-0955,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Control of Generation of Code ('Code Injection')
CVE-2009-0954,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-0953,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-0952,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-0951,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-0928,10.0,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-0345,10.0,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE, Permissions Privileges and Access Controls
CVE-2009-0344,10.0,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE, Permissions Privileges and Access Controls
CVE-2009-0282,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Numeric Errors
CVE-2009-0188,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2009-0185,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-0062,9.0,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE, Permissions Privileges and Access Controls
CVE-2009-0061,7.8,NETWORK,LOW,NONE,NONE,COMPLETE, Improper Input Validation
CVE-2009-0059,7.8,NETWORK,LOW,NONE,NONE,COMPLETE, Improper Input Validation
CVE-2009-0005,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2009-0004,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-0003,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-0002,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2009-0001,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2008-6474,9.0,NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE, Improper Control of Generation of Code ('Code Injection')
CVE-2008-5882,7.5,NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
CVE-2008-5733,7.5,NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
CVE-2008-5422,7.5,NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL, Permissions Privileges and Access Controls
CVE-2008-5232,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2008-5013,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2008-4837,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2008-4817,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2008-4815,7.5,NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL, Permissions Privileges and Access Controls
CVE-2008-4814,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2008-4813,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2008-4812,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2008-4031,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2008-4030,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2008-4028,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2008-4027,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2008-4026,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2008-4025,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2008-4024,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Control of Generation of Code ('Code Injection')
CVE-2008-3635,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2008-3623,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2008-3450,7.2,LOCAL,LOW,COMPLETE,COMPLETE,COMPLETE, Permissions Privileges and Access Controls
CVE-2008-3276,7.1,NETWORK,MEDIUM,NONE,NONE,COMPLETE, Numeric Errors
CVE-2008-3162,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2008-3066,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2008-3014,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2008-3013,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Resource Management Errors
CVE-2008-3012,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2008-2992,9.3,NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE, Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2008-2812,7.2,LOCAL,LOW,COMPLETE,COMPLETE,COMPLETE, Improper Input Validation
CVE-2008-2750,7.8,NETWORK,LOW,NONE,NONE,COMPLETE, Improper Input Validation
CVE-2008-2710,7.2,LOCAL,LOW,COMPLETE,COMPLETE,COMPLETE, Numeric Errors
CVE-2008-2384,7.5,NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
